,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
0,1,Abner,br BRA,DF,Betis,22,2000,6.7,0,5,1,20.0,0.74,0.15,0.0,0.0,13.6,0.0,0,0,1.7,1.7,0.34,-1.7,-1.7,Matches
1,2,Álvaro Aceves,es ESP,GK,Valladolid,19,2003,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
2,3,Marcos Acuña,ar ARG,DF,Sevilla,30,1991,21.2,3,21,5,23.8,0.99,0.24,0.14,0.6,25.6,1.0,0,0,1.2,1.2,0.06,1.8,1.8,Matches
3,4,Julen Agirrezabala,es ESP,GK,Athletic Club,21,2000,7.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
4,5,Álvaro Aguado,es ESP,MF,Valladolid,26,1996,21.0,1,20,6,30.0,0.95,0.29,0.05,0.17,24.6,1.0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
5,6,Joseph Aidoo,gh GHA,DF,Celta Vigo,26,1995,34.7,3,14,3,21.4,0.4,0.09,0.21,1.0,13.2,0.0,0,0,1.0,1.0,0.07,2.0,2.0,Matches
6,7,Sergio Akieme,es ESP,DF,Almería,24,1997,25.5,1,23,7,30.4,0.9,0.27,0.04,0.14,20.2,0.0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
7,8,Babatunde Akinsola,ng NGA,FW,Valladolid,19,2003,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
8,9,Paul Akouokou,ci CIV,MFDF,Betis,24,1997,5.0,0,3,1,33.3,0.6,0.2,0.0,0.0,19.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
9,10,David Alaba,at AUT,DF,Real Madrid,30,1992,20.4,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5.0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
10,11,Ángel Alarcón,es ESP,FW,Barcelona,18,2004,0.3,0,1,1,100.0,3.6,3.6,0.0,0.0,,,0,0,,,,,,Matches
11,12,Tomás Alarcón,cl CHI,MF,Cádiz,23,1999,2.5,0,2,1,50.0,0.81,0.4,0.0,0.0,36.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
12,13,Jordi Alba,es ESP,DF,Barcelona,33,1989,15.8,2,13,4,30.8,0.82,0.25,0.15,0.5,23.3,0.0,0,0,0.8,0.8,0.06,1.2,1.2,Matches
13,14,Raúl Albiol,es ESP,DF,Villarreal,36,1985,23.5,0,2,1,50.0,0.08,0.04,0.0,0.0,25.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
14,15,Rubén Alcaraz,es ESP,MF,Cádiz,31,1991,22.7,3,31,4,12.9,1.37,0.18,0.03,0.25,23.5,3.0,2,3,4.0,1.6,0.05,-1.0,-0.6,Matches
15,16,Omar Alderete,py PAR,DF,Getafe,25,1996,22.7,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0.0,0,0,0.6,0.6,0.04,0.4,0.4,Matches
16,17,Iván Alejo,es ESP,MFFW,Cádiz,27,1995,14.6,0,23,6,26.1,1.58,0.41,0.0,0.0,21.3,0.0,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
17,18,Carles Aleñá,es ESP,MFFW,Getafe,24,1998,23.5,2,33,10,30.3,1.4,0.42,0.06,0.2,22.3,0.0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
18,19,Alejandro Alfaro,es ESP,MF,Elche,20,2002,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
19,20,Ángel Algobia,es ESP,MF,Getafe,23,1999,12.6,0,7,1,14.3,0.55,0.08,0.0,0.0,24.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
20,21,Mohamed Ali Cho,fr FRA,FWMF,Real Sociedad,18,2004,6.5,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0.0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
21,22,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22,2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3.0,0,0,1.4,1.4,0.06,0.6,0.6,Matches
22,23,Marcos Alonso,es ESP,DF,Barcelona,31,1990,13.0,1,6,2,33.3,0.46,0.15,0.17,0.5,12.0,0.0,0,0,0.9,0.9,0.15,0.1,0.1,Matches
23,24,Carlos Álvarez,es ESP,MF,Sevilla,18,2003,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
24,25,Gastón Álvarez,uy URU,DF,Getafe,22,2000,16.7,2,5,2,40.0,0.3,0.12,0.4,1.0,16.9,0.0,0,0,0.5,0.5,0.11,1.5,1.5,Matches
25,26,Yeray Álvarez,es ESP,DF,Athletic Club,27,1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1.0,16.0,0.0,0,0,0.8,0.8,0.1,0.2,0.2,Matches
26,27,Selim Amallah,ma MAR,MFFW,Valladolid,25,1996,3.0,2,5,2,40.0,1.69,0.67,0.4,1.0,19.2,1.0,0,0,0.9,0.9,0.17,1.1,1.1,Matches
27,28,Amath,sn SEN,MFFW,Mallorca,26,1996,13.6,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0.0,0,0,2.7,2.7,0.12,-0.7,-0.7,Matches
28,29,Jordan Amavi,fr FRA,DF,Getafe,28,1994,2.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
29,30,Marcos André,br BRA,FWMF,Valencia,25,1996,5.0,1,17,2,11.8,3.42,0.4,0.06,0.5,14.6,0.0,0,0,1.5,1.3,0.08,-0.5,-0.3,Matches
30,31,Fabrizio Angileri,ar ARG,DF,Getafe,28,1994,6.5,0,3,0,0.0,0.46,0.0,0.0,,23.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
31,32,Josep Antoni Gayá,es ESP,DFMF,Mallorca,22,2000,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
32,33,José Antonio,es ESP,MFDF,Cádiz,18,2004,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
33,34,Anuar,ma MAR,MFFW,Valladolid,27,1995,2.3,1,3,1,33.3,1.29,0.43,0.33,1.0,13.0,0.0,0,0,0.4,0.4,0.12,0.6,0.6,Matches
34,35,Mauro Arambarri,uy URU,MF,Getafe,26,1995,11.0,0,8,0,0.0,0.73,0.0,0.0,,28.6,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
35,36,Ronald Araújo,uy URU,DF,Barcelona,23,1999,20.0,0,18,1,5.6,0.9,0.05,0.0,0.0,13.1,0.0,0,0,2.1,2.1,0.12,-2.1,-2.1,Matches
36,37,Adu Ares,es ESP,FWMF,Athletic Club,20,2001,0.9,0,3,0,0.0,3.21,0.0,0.0,,21.3,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
37,38,Sergio Arribas,es ESP,MFFW,Real Madrid,20,2001,0.2,0,1,0,0.0,4.74,0.0,0.0,,16.3,0.0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
38,39,Roberto Arroyo,es ESP,MF,Valladolid,18,2003,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
39,40,Ricard Artero,es ESP,MFFW,Girona,19,2003,1.5,0,4,1,25.0,2.71,0.68,0.0,0.0,11.8,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
40,41,Santiago Arzamendia,py PAR,DFMF,Cádiz,24,1998,5.4,0,4,2,50.0,0.75,0.37,0.0,0.0,20.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
41,42,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
42,43,Marco Asensio,es ESP,FWMF,Real Madrid,26,1996,16.0,9,58,24,41.4,3.62,1.5,0.16,0.38,21.5,5.0,0,1,6.3,5.5,0.1,2.7,3.5,Matches
43,44,Iago Aspas,es ESP,FW,Celta Vigo,34,1987,31.9,12,75,29,38.7,2.35,0.91,0.13,0.34,19.5,7.0,2,3,11.0,8.7,0.12,1.0,1.3,Matches
44,45,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33,1989,0.1,0,1,0,0.0,10.0,0.0,0.0,,12.4,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
45,46,Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
46,47,Ezequiel Ávila,ar ARG,FWMF,Osasuna,28,1994,19.0,8,64,21,32.8,3.37,1.11,0.09,0.29,21.9,2.0,2,3,7.0,4.7,0.07,1.0,1.3,Matches
47,48,Iddrisu Baba,gh GHA,MFDF,Mallorca,26,1996,18.9,0,12,2,16.7,0.63,0.11,0.0,0.0,24.0,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
48,49,Srđan Babić,rs SRB,DF,Almería,26,1996,33.3,3,9,5,55.6,0.27,0.15,0.33,0.6,10.1,0.0,0,0,1.2,1.2,0.13,1.8,1.8,Matches
49,50,Loïc Bade,fr FRA,DF,Sevilla,22,2000,16.1,1,4,2,50.0,0.25,0.12,0.25,0.5,7.8,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
50,51,Édgar Badía,es ESP,GK,Elche,30,1992,36.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
51,52,Alex Baena,es ESP,MFFW,Villarreal,21,2001,21.6,6,62,22,35.5,2.87,1.02,0.1,0.27,22.6,3.0,0,0,3.9,3.9,0.06,2.1,2.1,Matches
52,53,Alejandro Balde,es ESP,DF,Barcelona,18,2003,27.5,1,19,4,21.1,0.69,0.15,0.05,0.25,17.9,0.0,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches
53,54,Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,1.3,0,1,0,0.0,0.78,0.0,0.0,,24.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
54,55,Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,35.9,0,6,1,16.7,0.17,0.03,0.0,0.0,17.4,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
55,56,Léo Baptistão,br BRA,FWMF,Almería,29,1992,19.2,5,45,16,35.6,2.35,0.83,0.11,0.31,14.9,0.0,0,0,4.9,4.9,0.11,0.1,0.1,Matches
56,57,Keidi Bare,al ALB,MF,Espanyol,24,1997,5.6,0,5,3,60.0,0.89,0.54,0.0,0.0,17.9,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
57,58,Kike Barja,es ESP,FWMF,Osasuna,25,1997,14.6,1,17,6,35.3,1.17,0.41,0.06,0.17,15.3,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
58,59,Ander Barrenetxea,es ESP,FWDF,Real Sociedad,20,2001,9.8,3,18,12,66.7,1.85,1.23,0.17,0.25,14.9,2.0,0,0,3.0,3.0,0.17,0.0,0.0,Matches
59,60,Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,8.0,0,12,3,25.0,1.49,0.37,0.0,0.0,21.7,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
60,61,Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,7.6,0,2,0,0.0,0.26,0.0,0.0,,18.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
61,62,Bebé,cv CPV,FW,Rayo Vallecano,32,1990,0.7,0,4,0,0.0,6.0,0.0,0.0,,32.7,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
62,63,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,1.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
63,64,Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,31.7,0,24,2,8.3,0.76,0.06,0.0,0.0,27.3,0.0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
64,65,Iker Benito,es ESP,FWMF,Osasuna,19,2002,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
65,66,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,22.6,19,99,36,36.4,4.37,1.59,0.12,0.33,15.9,6.0,7,8,21.5,14.9,0.15,-2.5,-2.9,Matches
66,67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,26.7,1,28,7,25.0,1.05,0.26,0.04,0.14,20.4,0.0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
67,68,Álex Berenguer,es ESP,FW,Athletic Club,27,1995,25.5,4,56,19,33.9,2.19,0.74,0.07,0.21,18.0,4.0,0,0,4.3,4.3,0.08,-0.3,-0.3,Matches
68,69,Pedro Bigas,es ESP,DF,Elche,31,1990,22.4,0,22,8,36.4,0.98,0.36,0.0,0.0,15.5,0.0,0,0,1.8,1.8,0.08,-1.8,-1.8,Matches
69,70,El Bilal Touré,ml MLI,FW,Almería,20,2001,14.0,7,29,14,48.3,2.06,1.0,0.24,0.5,11.5,0.0,0,0,6.3,6.3,0.22,0.7,0.7,Matches
70,71,Antonio Blanco,es ESP,MF,Cádiz,22,2000,1.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
71,72,Lautaro Blanco,ar ARG,DFMF,Elche,23,1999,9.7,0,1,1,100.0,0.1,0.1,0.0,0.0,21.7,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
72,73,Theo Bongonda,cd COD,MFFW,Cádiz,26,1995,21.5,4,42,14,33.3,1.95,0.65,0.07,0.21,21.1,2.0,1,1,5.2,4.4,0.1,-1.2,-1.4,Matches
73,74,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,23.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
74,75,Lucas Boyé,ar ARG,FW,Elche,26,1996,27.4,7,71,20,28.2,2.6,0.73,0.1,0.35,14.4,1.0,0,1,8.3,7.5,0.11,-1.3,-0.5,Matches
75,76,Martin Braithwaite,dk DEN,FWMF,Espanyol,31,1991,27.3,10,58,25,43.1,2.13,0.92,0.17,0.4,16.0,4.0,0,0,9.2,9.2,0.16,0.8,0.8,Matches
76,77,Juan Brandáriz,es ESP,DF,Almería,23,1999,16.5,1,3,1,33.3,0.18,0.06,0.33,1.0,10.2,0.0,0,0,0.4,0.4,0.13,0.6,0.6,Matches
77,78,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,11.6,1,11,4,36.4,0.95,0.35,0.09,0.25,12.4,0.0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches
78,79,Claudio Bravo,cl CHI,GK,Betis,39,1983,12.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
79,80,Ante Budimir,hr CRO,FW,Osasuna,31,1991,20.0,8,58,21,36.2,2.9,1.05,0.14,0.38,11.6,0.0,0,0,7.6,7.6,0.13,0.4,0.4,Matches
80,81,Santiago Bueno,uy URU,DF,Girona,23,1998,33.4,0,13,3,23.1,0.39,0.09,0.0,0.0,12.2,0.0,0,0,1.3,1.3,0.1,-1.3,-1.3,Matches
81,82,Sergio Busquets,es ESP,MF,Barcelona,34,1988,26.0,0,9,2,22.2,0.35,0.08,0.0,0.0,23.5,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
82,83,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,29.7,0,23,6,26.1,0.78,0.2,0.0,0.0,11.2,0.0,0,0,2.3,2.3,0.1,-2.3,-2.3,Matches
83,84,Cala,es ESP,DF,Cádiz,32,1989,1.5,0,1,0,0.0,0.66,0.0,0.0,,13.2,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
84,85,Fernando Calero,es ESP,DFMF,Espanyol,26,1995,17.9,0,7,2,28.6,0.39,0.11,0.0,0.0,9.1,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
85,86,Alexander Callens,pe PER,DF,Girona,30,1992,1.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
86,87,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,19,2002,22.3,0,18,3,16.7,0.81,0.13,0.0,0.0,23.2,0.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
87,88,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,26.7,6,76,19,25.0,2.85,0.71,0.08,0.32,16.0,0.0,0,0,7.3,7.3,0.1,-1.3,-1.3,Matches
88,89,Sergio Canales,es ESP,FWMF,Betis,31,1991,26.7,4,38,10,26.3,1.42,0.37,0.08,0.3,22.8,6.0,1,1,4.3,3.5,0.09,-0.3,-0.5,Matches
89,90,Ander Capa,es ESP,DF,Athletic Club,30,1992,1.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
90,91,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,21.7,3,26,12,46.2,1.2,0.55,0.12,0.25,20.9,1.0,0,0,2.6,2.6,0.11,0.4,0.4,Matches
91,92,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,24.4,0,7,1,14.3,0.29,0.04,0.0,0.0,27.9,3.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
92,93,Juan Carlos,es ESP,GK,Girona,34,1988,10.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
93,94,José Carlos Lazo,es ESP,MFFW,Almería,26,1996,0.2,0,2,1,50.0,9.0,4.5,0.0,0.0,24.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
94,95,José Carlos Lazo,es ESP,MFFW,Espanyol,26,1996,1.8,1,4,1,25.0,2.26,0.57,0.25,1.0,21.1,1.0,0,0,0.2,0.2,0.06,0.8,0.8,Matches
95,96,Carmona,es ESP,MFDF,Elche,20,2002,6.5,1,5,3,60.0,0.76,0.46,0.2,0.33,17.9,0.0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
96,97,Carmona,es ESP,DF,Sevilla,20,2002,5.9,2,5,2,40.0,0.85,0.34,0.4,1.0,14.3,0.0,0,0,0.8,0.8,0.17,1.2,1.2,Matches
97,98,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28,1993,25.7,7,66,21,31.8,2.56,0.82,0.09,0.29,17.2,2.0,1,1,8.0,7.2,0.11,-1.0,-1.2,Matches
98,99,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,19.8,0,12,0,0.0,0.61,0.0,0.0,,17.5,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
99,100,William Carvalho,pt POR,MF,Betis,30,1992,27.1,3,26,9,34.6,0.96,0.33,0.12,0.33,16.5,0.0,0,0,3.1,3.1,0.12,-0.1,-0.1,Matches
100,101,Casemiro,br BRA,MF,Real Madrid,30,1992,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
101,102,Valentín Castellanos,ar ARG,FW,Girona,23,1998,28.9,13,85,32,37.6,2.95,1.11,0.14,0.38,15.0,0.0,1,1,11.2,10.4,0.12,1.8,1.6,Matches
102,103,Samu Castillejo,es ESP,FWMF,Valencia,27,1995,15.1,4,37,10,27.0,2.44,0.66,0.11,0.4,18.5,2.0,0,0,2.9,2.9,0.08,1.1,1.1,Matches
103,104,Catena,es ESP,DF,Rayo Vallecano,27,1994,34.5,1,14,5,35.7,0.41,0.15,0.07,0.2,8.9,0.0,0,0,1.4,1.4,0.1,-0.4,-0.4,Matches
104,105,Edinson Cavani,uy URU,FW,Valencia,35,1987,16.1,5,31,8,25.8,1.93,0.5,0.1,0.38,14.7,3.0,2,3,6.0,3.6,0.12,-1.0,-0.6,Matches
105,106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,17.4,0,18,5,27.8,1.04,0.29,0.0,0.0,21.0,0.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
106,107,Álex Centelles,es ESP,DF,Almería,24,1997,12.5,1,5,2,40.0,0.4,0.16,0.2,0.5,21.2,0.0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
107,108,Franco Cervi,ar ARG,MFDF,Celta Vigo,28,1994,21.0,0,23,6,26.1,1.09,0.29,0.0,0.0,19.4,0.0,0,0,2.3,2.3,0.1,-2.3,-2.3,Matches
108,109,Pep Chavarría,es ESP,FWMF,Rayo Vallecano,24,1998,4.1,0,2,0,0.0,0.49,0.0,0.0,,18.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
109,110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
110,111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,19.6,1,10,5,50.0,0.51,0.26,0.1,0.2,12.2,0.0,0,0,1.0,1.0,0.1,0.0,0.0,Matches
111,112,Samuel Chukwueze,ng NGA,FWMF,Villarreal,23,1999,26.0,6,60,17,28.3,2.31,0.65,0.1,0.35,17.4,0.0,0,0,6.5,6.5,0.11,-0.5,-0.5,Matches
112,113,Víctor Chust,es ESP,DF,Cádiz,22,2000,10.7,1,2,2,100.0,0.19,0.19,0.5,0.5,7.0,0.0,0,0,0.9,0.9,0.47,0.1,0.1,Matches
113,114,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,28,1994,14.2,1,20,5,25.0,1.4,0.35,0.05,0.2,18.8,0.0,0,0,2.6,2.6,0.13,-1.6,-1.6,Matches
114,115,Carlos Clerc,es ESP,DFMF,Elche,30,1992,29.3,0,9,3,33.3,0.31,0.1,0.0,0.0,17.9,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
115,116,Álex Collado,es ESP,MF,Elche,23,1999,8.1,1,17,6,35.3,2.1,0.74,0.06,0.17,22.9,0.0,0,0,0.6,0.6,0.04,0.4,0.4,Matches
116,117,Diego Collado,es ESP,FW,Villarreal,21,2001,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
117,118,Eray Cömert,ch SUI,DF,Valencia,24,1998,18.6,1,10,6,60.0,0.54,0.32,0.1,0.17,18.2,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
