,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Starts,PlayingTime_Min,PlayingTime_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Matches
87,88,Lilian Brassier,fr FRA,DF,Brest,23,1999,30,30,2677,29.7,3,0,3,3,0,0,11,1,1.1,1.1,0.6,1.6,20,121,5,0.1,0.0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches
88,89,Maxime Busi,be BEL,FWDF,Reims,23,1999,5,1,162,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,3,3,12,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21,Matches
89,90,Marcin Bułka,pl POL,GK,Nice,23,1999,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
90,91,Rémy Cabella,fr FRA,FWMF,Lille,33,1990,30,14,1477,16.4,2,2,4,2,0,0,0,0,5.2,5.2,3.3,8.5,72,106,160,0.12,0.12,0.24,0.12,0.24,0.32,0.2,0.52,0.32,0.52,Matches
91,92,Duje Ćaleta-Car,hr CRO,DF,Lyon,26,1996,24,22,1993,22.1,0,0,0,0,0,0,2,1,0.5,0.5,1.0,1.5,5,61,1,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
92,93,Lamine Camara,sn SEN,MF,Metz,19,2004,31,26,2255,25.1,1,4,5,1,0,1,3,0,2.2,1.4,3.3,4.7,23,97,69,0.04,0.16,0.2,0.04,0.2,0.09,0.13,0.22,0.06,0.19,Matches
93,94,Mahdi Camara,fr FRA,MF,Brest,25,1998,32,26,2020,22.4,7,3,10,6,1,1,7,0,4.9,4.1,3.1,7.1,37,81,129,0.31,0.13,0.45,0.27,0.4,0.22,0.14,0.35,0.18,0.32,Matches
94,95,Mohamed Camara,ml MLI,MF,Monaco,23,2000,20,14,1035,11.5,1,2,3,0,1,1,4,0,1.5,0.7,0.6,1.3,14,76,22,0.09,0.17,0.26,0.0,0.17,0.13,0.06,0.18,0.06,0.11,Matches
95,96,Axel Camblan,fr FRA,FW,Brest,19,2003,7,0,90,1.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,5,1,8,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.29,0.25,0.29,Matches
96,97,Fali Candé,gw GNB,DF,Metz,25,1998,25,20,1849,20.5,0,1,1,0,0,0,4,0,0.8,0.8,0.5,1.3,4,38,3,0.0,0.05,0.05,0.0,0.05,0.04,0.02,0.06,0.04,0.06,Matches
97,98,Gino Caoki,fr FRA,MF,Lorient,19,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
98,99,Maxence Caqueret,fr FRA,MF,Lyon,23,2000,34,34,3022,33.6,1,3,4,1,0,0,1,0,2.1,2.1,6.0,8.1,70,286,96,0.03,0.09,0.12,0.03,0.12,0.06,0.18,0.24,0.06,0.24,Matches
99,100,Igor Carioca,br BRA,DFMF,Lorient,26,1996,5,2,262,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,6,8,16,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,Matches
100,101,Antonin Cartillier,fr FRA,DF,Monaco,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
101,102,Josué Casimir,fr FRA,FWDF,Le Havre,21,2001,30,25,2016,22.4,0,5,5,0,0,0,6,0,1.9,1.9,4.3,6.3,59,62,138,0.0,0.22,0.22,0.0,0.22,0.09,0.19,0.28,0.09,0.28,Matches
102,103,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,23,2000,32,23,1946,21.6,1,3,4,1,0,0,1,0,1.1,1.1,1.7,2.8,14,87,52,0.05,0.14,0.18,0.05,0.18,0.05,0.08,0.13,0.05,0.13,Matches
103,104,Jean-Charles Castelletto,cm CMR,DF,Nantes,28,1995,28,28,2464,27.4,2,0,2,2,0,0,5,0,0.6,0.6,0.8,1.4,24,100,31,0.07,0.0,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,Matches
104,105,Maximiliano Caufriez,be BEL,DF,Clermont Foot,26,1997,20,20,1659,18.4,0,1,1,0,0,0,6,3,0.4,0.4,0.2,0.6,24,61,11,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,Matches
105,106,Ivan Cavaleiro,pt POR,FW,Lille,29,1993,17,9,770,8.6,1,1,2,1,0,0,1,0,1.3,1.3,1.2,2.5,18,23,77,0.12,0.12,0.23,0.12,0.23,0.15,0.15,0.29,0.15,0.29,Matches
106,107,Fabien Centonze,fr FRA,DF,Nantes,27,1996,3,1,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
107,108,Fares Chaïbi,dz ALG,FWMF,Toulouse,20,2002,2,0,58,0.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,2,5,12,0.0,1.55,1.55,0.0,1.55,0.0,0.29,0.29,0.0,0.29,Matches
108,109,Muhammed Cham,at AUT,MFFW,Clermont Foot,22,2000,33,29,2554,28.4,8,4,12,4,4,5,4,0,9.4,5.5,3.1,8.7,71,161,142,0.28,0.14,0.42,0.14,0.28,0.33,0.11,0.44,0.19,0.31,Matches
109,110,Brendan Chardonnet,fr FRA,DF,Brest,28,1994,33,33,2970,33.0,1,1,2,1,0,0,4,0,1.5,1.5,1.6,3.1,25,115,8,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,Matches
110,111,Jhoanner Chávez,ec ECU,DF,Lens,21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4,15,19,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches
111,112,Rayan Cherki,fr FRA,MFFW,Lyon,19,2003,33,19,1719,19.1,1,6,7,1,0,0,0,0,5.2,5.2,4.2,9.4,93,138,182,0.05,0.31,0.37,0.05,0.37,0.27,0.22,0.49,0.27,0.49,Matches
112,113,Lucas Chevalier,fr FRA,GK,Lille,21,2001,33,33,2969,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
113,114,Pedro Chirivella,es ESP,MF,Nantes,26,1997,32,31,2594,28.8,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.6,10,192,55,0.03,0.03,0.07,0.03,0.07,0.05,0.04,0.09,0.05,0.09,Matches
114,115,Joris Chotard,fr FRA,MF,Montpellier,21,2001,31,30,2587,28.7,0,3,3,0,0,0,5,0,0.6,0.6,1.9,2.6,12,111,40,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09,Matches
115,116,Djaoui Cissé,fr FRA,MF,Rennes,19,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
116,117,Ibrahim Cissoko,nl NED,FWMF,Toulouse,20,2003,11,2,241,2.7,1,1,2,1,0,0,1,0,0.8,0.8,0.4,1.2,21,12,39,0.37,0.37,0.75,0.37,0.75,0.29,0.16,0.45,0.29,0.45,Matches
117,118,Alexis Claude-Maurice,fr FRA,MF,Nice,25,1998,18,4,504,5.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.0,15,21,25,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19,Matches
118,119,Jonathan Clauss,fr FRA,DF,Marseille,30,1992,27,25,2068,23.0,3,4,7,3,0,0,2,1,1.3,1.3,4.6,5.9,59,137,172,0.13,0.17,0.3,0.13,0.3,0.06,0.2,0.26,0.06,0.26,Matches
119,120,Marcus Coco,fr FRA,DFFW,Nantes,27,1996,28,18,1481,16.5,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,28,55,65,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,Matches
120,121,Maxime Colin,fr FRA,DF,Metz,31,1991,22,22,1832,20.4,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,23,67,22,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
121,122,Eray Cömert,ch SUI,DF,Nantes,25,1998,25,23,1995,22.2,2,0,2,2,0,0,5,0,0.7,0.7,0.2,0.8,7,57,3,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.04,0.03,0.04,Matches
122,123,Alois Confais,fr FRA,MFFW,Le Havre,26,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
123,124,Joaquín Correa,ar ARG,FWMF,Marseille,28,1994,12,6,430,4.8,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.4,9,25,57,0.0,0.0,0.0,0.0,0.0,0.13,0.16,0.29,0.13,0.29,Matches
124,125,Oscar Cortés,co COL,FWMF,Lens,19,2003,4,0,44,0.5,1,1,2,1,0,0,0,0,0.5,0.5,0.7,1.1,1,2,8,2.05,2.05,4.09,2.05,4.09,0.93,1.41,2.35,0.93,2.35,Matches
125,126,David Pereira da Costa,pt POR,MF,Lens,22,2001,25,17,1494,16.6,4,2,6,4,0,0,3,0,3.0,3.0,3.5,6.5,53,73,101,0.24,0.12,0.36,0.24,0.36,0.18,0.21,0.39,0.18,0.39,Matches
126,127,Logan Costa,cv CPV,DF,Toulouse,22,2001,31,29,2650,29.4,1,1,2,1,0,0,6,0,1.4,1.4,0.6,2.0,19,145,14,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,Matches
127,128,Grégoire Coudert,fr FRA,GK,Brest,24,1999,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
128,129,Mamadou Coulibaly,fr FRA,MF,Monaco,19,2004,5,1,118,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,5,7,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.18,0.13,0.18,Matches
129,130,Tanguy Coulibaly,fr FRA,FWMF,Montpellier,22,2001,16,7,623,6.9,1,0,1,1,0,0,2,0,2.6,2.6,0.8,3.3,27,13,48,0.14,0.0,0.14,0.14,0.14,0.37,0.11,0.48,0.37,0.48,Matches
130,131,Nicolas Cozza,fr FRA,DF,Nantes,24,1999,13,10,895,9.9,0,0,0,0,0,0,2,0,0.7,0.7,0.6,1.2,11,20,30,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches
131,132,Trévis Dago,ci CIV,FWMF,Lille,18,2005,4,0,23,0.3,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.5,1,0,1,0.0,3.91,3.91,0.0,3.91,0.16,1.63,1.78,0.16,1.78,Matches
132,133,Thijs Dallinga,nl NED,FW,Toulouse,22,2000,33,28,2510,27.9,14,2,16,13,1,3,6,0,14.1,11.8,1.2,13.0,32,38,164,0.5,0.07,0.57,0.47,0.54,0.51,0.04,0.55,0.42,0.47,Matches
133,134,Kevin Danso,at AUT,DF,Lens,24,1998,30,30,2655,29.5,1,0,1,1,0,0,6,0,1.8,1.8,0.4,2.2,27,133,3,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches
134,135,Dante,br BRA,DF,Nice,39,1983,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.9,0.9,1.0,2.0,13,185,6,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06,Matches
135,136,Raimane Daou,km COM,DFMF,Marseille,18,2004,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
136,137,Mohammed Daramy,dk DEN,FWMF,Reims,21,2002,25,19,1648,18.3,4,5,9,3,1,1,0,0,4.6,3.8,2.4,6.2,72,69,162,0.22,0.27,0.49,0.16,0.44,0.25,0.13,0.38,0.21,0.34,Matches
137,138,Achraf Dari,ma MAR,DFFW,Brest,24,1999,4,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
138,139,Jonathan David,ca CAN,FW,Lille,23,2000,34,30,2629,29.2,19,4,23,17,2,3,4,0,17.5,15.0,3.3,18.3,47,79,198,0.65,0.14,0.79,0.58,0.72,0.6,0.11,0.71,0.51,0.63,Matches
139,140,Thibault De Smet,be BEL,DF,Reims,25,1998,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.3,0.3,0.8,1.1,23,104,66,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
140,141,Romain Del Castillo,fr FRA,FW,Brest,27,1996,33,30,2497,27.7,8,8,16,5,3,3,4,0,5.2,2.9,9.9,12.8,101,155,287,0.29,0.29,0.58,0.18,0.47,0.19,0.36,0.55,0.1,0.46,Matches
141,142,Thomas Delaine,fr FRA,DFMF,Strasbourg,31,1992,27,24,2044,22.7,1,1,2,1,0,0,5,0,1.7,1.7,3.6,5.3,63,52,151,0.04,0.04,0.09,0.04,0.09,0.07,0.16,0.23,0.07,0.23,Matches
142,143,Sacha Delaye,fr FRA,MFFW,Montpellier,21,2002,9,0,130,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2,4,8,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.3,0.23,0.3,Matches
143,144,Karamoko Dembele,sct SCO,MFFW,Brest,20,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
144,145,Ousmane Dembélé,fr FRA,MFFW,Paris S-G,26,1997,26,17,1506,16.7,3,8,11,3,0,0,0,0,4.4,4.4,6.7,11.1,160,133,247,0.18,0.48,0.66,0.18,0.66,0.26,0.4,0.67,0.26,0.67,Matches
145,146,Jessy Deminguet,fr FRA,MFFW,Strasbourg,25,1998,18,9,690,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,7,24,13,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches
146,147,Rémy Descamps,fr FRA,GK,Nantes,27,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
147,148,Mikkel Desler,dk DEN,DF,Toulouse,28,1995,24,19,1544,17.2,0,1,1,0,0,0,2,0,1.1,1.0,0.7,1.7,30,81,96,0.0,0.06,0.06,0.0,0.06,0.06,0.04,0.1,0.06,0.1,Matches
148,149,Arthur Desmas,fr FRA,GK,Le Havre,29,1994,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
149,150,Lamine Diack,sn SEN,MF,Nantes,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
150,151,Mamadou Diakhon,fr FRA,FWMF,Reims,17,2005,11,1,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,11,1,16,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,Matches
151,152,Bafodé Diakité,fr FRA,DF,Lille,22,2001,21,19,1696,18.8,5,2,7,5,0,0,4,0,2.0,2.0,1.4,3.5,15,95,16,0.27,0.11,0.37,0.27,0.37,0.11,0.08,0.19,0.11,0.19,Matches
152,153,Ibrahim Diakité,gn GUI,DF,Reims,19,2003,5,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches
153,154,Oumar Diakité,ci CIV,FW,Reims,19,2003,28,18,1585,17.6,5,1,6,5,0,1,4,0,7.0,6.2,1.3,7.5,29,28,107,0.28,0.06,0.34,0.28,0.34,0.4,0.07,0.47,0.35,0.43,Matches
154,155,Habib Diarra,sn SEN,MFFW,Strasbourg,19,2004,31,28,2305,25.6,3,1,4,2,1,1,3,0,3.4,2.7,1.3,3.9,59,107,88,0.12,0.04,0.16,0.08,0.12,0.13,0.05,0.18,0.1,0.15,Matches
155,156,Moussa Diarra,ml MLI,DF,Toulouse,22,2000,22,15,1397,15.5,1,2,3,1,0,0,5,0,0.5,0.5,1.1,1.6,18,70,12,0.06,0.13,0.19,0.06,0.19,0.03,0.07,0.1,0.03,0.1,Matches
156,157,Krépin Diatta,sn SEN,DFFW,Monaco,24,1999,26,12,1206,13.4,0,2,2,0,0,0,2,0,0.5,0.5,1.8,2.3,48,80,95,0.0,0.15,0.15,0.0,0.15,0.04,0.13,0.17,0.04,0.17,Matches
157,158,Mory Diaw,sn SEN,GK,Clermont Foot,30,1993,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
158,159,Mahamadou Diawara,fr FRA,MF,Lyon,18,2005,11,4,358,4.0,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.9,13,20,14,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,Matches
159,160,Bamba Dieng,sn SEN,FW,Lorient,23,2000,16,5,549,6.1,4,1,5,4,0,0,3,0,3.2,3.2,1.6,4.8,5,4,44,0.66,0.16,0.82,0.66,0.82,0.53,0.27,0.79,0.53,0.79,Matches
160,161,Guillaume Dietsch,fr FRA,GK,Metz,22,2001,1,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
161,162,Sinaly Diomande,ci CIV,DF,Lyon,22,2001,10,10,889,9.9,0,0,0,0,0,0,2,0,1.0,1.0,0.7,1.7,5,43,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,Matches
162,163,Edan Diop,fr FRA,MFDF,Monaco,18,2004,10,0,163,1.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,4,7,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
163,164,Sofiane Diop,fr FRA,FW,Nice,23,2000,10,6,499,5.5,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,20,17,43,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,Matches
164,165,Andy Diouf,fr FRA,MF,Lens,20,2003,25,16,1314,14.6,1,0,1,1,0,0,2,0,1.5,1.5,1.1,2.6,63,80,55,0.07,0.0,0.07,0.07,0.07,0.1,0.08,0.18,0.1,0.18,Matches
165,166,Yehvann Diouf,fr FRA,GK,Reims,23,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
166,167,Chaim El Djebali,tn TUN,MF,Lyon,19,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
167,168,Jeremy Doku,be BEL,FW,Rennes,21,2002,2,1,111,1.2,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,11,5,19,0.81,0.0,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64,Matches
168,169,Gianluigi Donnarumma,it ITA,GK,Paris S-G,24,1999,25,25,2169,24.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
169,170,Siriné Doucouré,ml MLI,FW,Lorient,21,2002,11,5,423,4.7,1,3,4,1,0,0,2,0,0.9,0.9,1.3,2.2,14,5,35,0.21,0.64,0.85,0.21,0.85,0.2,0.28,0.47,0.2,0.47,Matches
170,171,Désiré Doué,fr FRA,MFFW,Rennes,18,2005,31,17,1626,18.1,4,4,8,4,0,0,3,0,2.4,2.4,3.7,6.1,78,121,172,0.22,0.22,0.44,0.22,0.44,0.13,0.21,0.34,0.13,0.34,Matches
171,172,Guela Doué,ci CIV,DF,Rennes,20,2002,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.5,0.5,1.1,1.6,41,53,85,0.0,0.15,0.15,0.0,0.15,0.04,0.08,0.12,0.04,0.12,Matches
172,173,Douglas,br BRA,MF,Nantes,26,1997,25,22,1772,19.7,0,0,0,0,0,0,7,0,1.2,1.2,1.1,2.3,12,105,18,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
173,174,Ismaël Doukouré,fr FRA,MFDF,Strasbourg,20,2003,22,19,1656,18.4,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,15,80,7,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
174,175,Kamory Doumbia,ml MLI,MF,Brest,20,2003,25,7,879,9.8,6,5,11,6,0,0,1,0,4.2,4.2,0.9,5.0,22,48,43,0.61,0.51,1.13,0.61,1.13,0.43,0.09,0.52,0.43,0.52,Matches
175,176,Jean-Kevin Duverne,ht HAI,DF,Nantes,26,1997,19,15,1348,15.0,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,18,64,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
176,177,Aron Dønnum,no NOR,FWMF,Toulouse,25,1998,27,19,1595,17.7,0,1,1,0,0,0,8,0,1.0,1.0,2.1,3.1,69,66,120,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18,Matches
177,178,Simon Ebonog,cm CMR,MF,Le Havre,18,2004,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
