,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,_Int,_Tkl+Int,_Clr,_Err,Matches
0,1,Tammy Abraham,eng ENG,FW,Roma,25.0,1997.0,2.7,3.0,1,0.0,1.0,2.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,3.0,4.0,0.0,Matches
1,2,Francesco Acerbi,it ITA,DF,Inter,35.0,1988.0,26.5,22.0,13,16.0,6.0,0.0,11.0,14.0,78.6,3.0,20.0,13.0,7.0,32,54.0,77.0,1.0,Matches
2,3,Yacine Adli,fr FRA,MF,Milan,23.0,2000.0,15.6,34.0,17,17.0,13.0,4.0,13.0,35.0,37.1,22.0,22.0,8.0,14.0,20,54.0,15.0,1.0,Matches
3,4,Michel Aebischer,ch SUI,MF,Bologna,26.0,1997.0,24.8,35.0,20,9.0,20.0,6.0,15.0,34.0,44.1,19.0,28.0,6.0,22.0,12,47.0,22.0,0.0,Matches
4,5,Lucien Agoume,fr FRA,MF,Inter,21.0,2002.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
5,6,Marley Aké,fr FRA,FW,Udinese,22.0,2001.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
6,7,Ebenezer Akinsanmiro,ng NGA,MF,Inter,18.0,2004.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
7,8,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,30.0,1992.0,7.8,20.0,11,14.0,4.0,2.0,3.0,9.0,33.3,6.0,10.0,4.0,6.0,12,32.0,15.0,1.0,Matches
8,9,David Akpan Ankeye,ng NGA,FW,Genoa,21.0,2002.0,0.6,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Matches
9,10,Luis Alberto,es ESP,MF,Lazio,30.0,1992.0,25.7,35.0,20,16.0,12.0,7.0,15.0,53.0,28.3,38.0,34.0,4.0,30.0,7,42.0,13.0,0.0,Matches
10,11,Carlos Alcaraz,ar ARG,MF,Juventus,20.0,2002.0,4.2,6.0,6,0.0,6.0,0.0,5.0,10.0,50.0,5.0,5.0,2.0,3.0,5,11.0,4.0,0.0,Matches
11,12,Pontus Almqvist,se SWE,FWMF,Lecce,24.0,1999.0,23.4,45.0,29,16.0,22.0,7.0,23.0,51.0,45.1,28.0,21.0,2.0,19.0,14,59.0,10.0,0.0,Matches
12,13,Lorenzo Amatucci,it ITA,MF,Fiorentina,19.0,2004.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
13,14,Bruno Amione,ar ARG,DF,Hellas Verona,21.0,2002.0,6.4,11.0,3,9.0,2.0,0.0,4.0,5.0,80.0,1.0,4.0,2.0,2.0,9,20.0,19.0,2.0,Matches
14,15,Felipe Anderson,br BRA,FWMF,Lazio,30.0,1993.0,30.8,78.0,45,32.0,33.0,13.0,34.0,90.0,37.8,56.0,45.0,3.0,42.0,27,105.0,23.0,0.0,Matches
15,16,Angeliño,es ESP,DF,Roma,26.0,1997.0,12.7,21.0,11,12.0,6.0,3.0,11.0,19.0,57.9,8.0,11.0,5.0,6.0,12,33.0,37.0,1.0,Matches
16,17,Houssem Aouar,dz ALG,MFFW,Roma,25.0,1998.0,8.4,16.0,11,4.0,10.0,2.0,3.0,12.0,25.0,9.0,5.0,0.0,5.0,4,20.0,2.0,1.0,Matches
17,18,Simone Aresti,it ITA,GK,Cagliari,37.0,1986.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
18,19,Marko Arnautović,at AUT,FW,Inter,34.0,1989.0,8.9,10.0,4,3.0,5.0,2.0,4.0,7.0,57.1,3.0,8.0,1.0,7.0,5,15.0,5.0,0.0,Matches
19,20,Kristjan Asllani,al ALB,MF,Inter,21.0,2002.0,8.7,7.0,2,3.0,4.0,0.0,2.0,11.0,18.2,9.0,9.0,3.0,6.0,11,18.0,8.0,0.0,Matches
20,21,Emil Audero,it ITA,GK,Inter,26.0,1997.0,3.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
21,22,Tommaso Augello,it ITA,DF,Cagliari,28.0,1994.0,26.9,26.0,19,18.0,6.0,2.0,16.0,25.0,64.0,9.0,21.0,10.0,11.0,17,43.0,89.0,0.0,Matches
22,23,Carlos Augusto,br BRA,DF,Inter,24.0,1999.0,19.2,29.0,21,20.0,9.0,0.0,15.0,22.0,68.2,7.0,20.0,8.0,12.0,16,45.0,52.0,0.0,Matches
23,24,Yann Aurel Bisseck,de GER,DF,Inter,22.0,2000.0,10.0,14.0,6,10.0,3.0,1.0,6.0,9.0,66.7,3.0,10.0,7.0,3.0,5,19.0,23.0,0.0,Matches
24,25,Sardar Azmoun,ir IRN,FWMF,Roma,28.0,1995.0,6.5,8.0,5,2.0,5.0,1.0,4.0,8.0,50.0,4.0,4.0,1.0,3.0,3,11.0,6.0,1.0,Matches
25,26,Paulo Azzi,br BRA,DFMF,Cagliari,29.0,1994.0,10.6,19.0,11,10.0,6.0,3.0,9.0,18.0,50.0,9.0,11.0,2.0,9.0,16,35.0,23.0,0.0,Matches
26,27,Oussama El Azzouzi,ma MAR,MF,Bologna,22.0,2001.0,6.1,12.0,7,4.0,5.0,3.0,7.0,14.0,50.0,7.0,8.0,2.0,6.0,6,18.0,12.0,0.0,Matches
27,28,Milan Badelj,hr CRO,MF,Genoa,34.0,1989.0,28.2,51.0,27,23.0,24.0,4.0,24.0,61.0,39.3,37.0,45.0,13.0,32.0,50,101.0,54.0,1.0,Matches
28,29,Jaime Báez,uy URU,FWMF,Frosinone,28.0,1995.0,5.6,4.0,1,0.0,2.0,2.0,0.0,7.0,0.0,7.0,5.0,0.0,5.0,4,8.0,1.0,0.0,Matches
29,30,Nicola Bagnolini,it ITA,GK,Bologna,19.0,2004.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
30,31,Nedim Bajrami,al ALB,MFFW,Sassuolo,24.0,1999.0,14.6,13.0,6,6.0,3.0,4.0,5.0,13.0,38.5,8.0,5.0,1.0,4.0,6,19.0,8.0,0.0,Matches
31,32,Mitchel Bakker,nl NED,DF,Atalanta,23.0,2000.0,4.2,7.0,3,6.0,1.0,0.0,2.0,12.0,16.7,10.0,5.0,0.0,5.0,3,10.0,6.0,0.0,Matches
32,33,Tommaso Baldanzi,it ITA,MFFW,Empoli,20.0,2003.0,8.3,4.0,2,1.0,1.0,2.0,3.0,10.0,30.0,7.0,7.0,0.0,7.0,2,6.0,0.0,0.0,Matches
33,34,Tommaso Baldanzi,it ITA,FWMF,Roma,20.0,2003.0,5.8,9.0,5,3.0,4.0,2.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0,9.0,4.0,0.0,Matches
34,35,Lameck Banda,zm ZAM,FW,Lecce,22.0,2001.0,15.0,27.0,23,11.0,12.0,4.0,7.0,21.0,33.3,14.0,18.0,0.0,18.0,3,30.0,7.0,0.0,Matches
35,36,Daniel Bandeira,pt POR,MF,Hellas Verona,23.0,2000.0,5.0,6.0,5,1.0,4.0,1.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,3,9.0,9.0,0.0,Matches
36,37,Mattia Bani,it ITA,DF,Genoa,29.0,1993.0,25.6,26.0,10,18.0,7.0,1.0,11.0,22.0,50.0,11.0,51.0,31.0,20.0,22,48.0,116.0,1.0,Matches
37,38,Antonín Barák,cz CZE,MFFW,Fiorentina,28.0,1994.0,9.0,6.0,2,1.0,3.0,2.0,3.0,7.0,42.9,4.0,5.0,0.0,5.0,2,8.0,4.0,0.0,Matches
38,39,Nicolò Barella,it ITA,MF,Inter,26.0,1997.0,31.6,46.0,30,17.0,20.0,9.0,19.0,63.0,30.2,44.0,31.0,1.0,30.0,10,56.0,12.0,1.0,Matches
39,40,Enzo Barrenechea,ar ARG,MF,Frosinone,22.0,2001.0,31.2,65.0,42,28.0,29.0,8.0,28.0,70.0,40.0,42.0,47.0,12.0,35.0,27,92.0,61.0,2.0,Matches
40,41,Davide Bartesaghi,it ITA,DFMF,Milan,17.0,2005.0,0.9,2.0,0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,1.0,0.0,0,2.0,7.0,0.0,Matches
41,42,Federico Baschirotto,it ITA,DF,Lecce,26.0,1996.0,36.6,21.0,12,16.0,5.0,0.0,8.0,15.0,53.3,7.0,42.0,26.0,16.0,23,44.0,144.0,1.0,Matches
42,43,Toma Bašić,hr CRO,MF,Salernitana,26.0,1996.0,12.9,20.0,13,10.0,9.0,1.0,10.0,27.0,37.0,17.0,18.0,6.0,12.0,14,34.0,29.0,0.0,Matches
43,44,Alessandro Bastoni,it ITA,DF,Inter,24.0,1999.0,25.2,46.0,33,31.0,12.0,3.0,26.0,40.0,65.0,14.0,25.0,11.0,14.0,23,69.0,48.0,1.0,Matches
44,45,Simone Bastoni,it ITA,MFDF,Empoli,26.0,1996.0,8.3,22.0,13,12.0,7.0,3.0,11.0,22.0,50.0,11.0,8.0,0.0,8.0,11,33.0,18.0,0.0,Matches
45,46,Reda Belahyane,fr FRA,MF,Hellas Verona,19.0,2004.0,1.0,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,Matches
46,47,Raoul Bellanova,it ITA,DF,Torino,23.0,2000.0,33.8,36.0,26,15.0,17.0,4.0,18.0,31.0,58.1,13.0,21.0,4.0,17.0,15,51.0,36.0,3.0,Matches
47,48,Andrea Belotti,it ITA,FW,Fiorentina,29.0,1993.0,10.5,8.0,3,1.0,5.0,2.0,5.0,12.0,41.7,7.0,8.0,1.0,7.0,2,10.0,3.0,0.0,Matches
48,49,Andrea Belotti,it ITA,FW,Roma,29.0,1993.0,7.5,8.0,4,2.0,3.0,3.0,3.0,6.0,50.0,3.0,7.0,0.0,7.0,2,10.0,3.0,0.0,Matches
49,50,Lucas Beltrán,ar ARG,FWMF,Fiorentina,22.0,2001.0,18.8,27.0,14,4.0,18.0,5.0,11.0,20.0,55.0,9.0,29.0,3.0,26.0,2,29.0,11.0,0.0,Matches
50,51,Ismaël Bennacer,dz ALG,MF,Milan,25.0,1997.0,12.8,29.0,19,11.0,16.0,2.0,11.0,22.0,50.0,11.0,12.0,4.0,8.0,12,41.0,9.0,2.0,Matches
51,52,Domenico Berardi,it ITA,FW,Sassuolo,28.0,1994.0,15.9,17.0,8,7.0,9.0,1.0,2.0,21.0,9.5,19.0,17.0,0.0,17.0,13,30.0,9.0,0.0,Matches
52,53,Bartosz Bereszyński,pl POL,DF,Empoli,31.0,1992.0,19.6,41.0,25,25.0,13.0,3.0,24.0,40.0,60.0,16.0,22.0,10.0,12.0,21,62.0,52.0,0.0,Matches
53,54,Etrit Berisha,al ALB,GK,Empoli,34.0,1989.0,14.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,7.0,1.0,Matches
54,55,Medon Berisha,al ALB,FWMF,Lecce,19.0,2003.0,2.3,3.0,1,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1,4.0,0.0,0.0,Matches
55,56,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20.0,2002.0,25.6,52.0,34,23.0,22.0,7.0,20.0,35.0,57.1,15.0,35.0,8.0,27.0,12,64.0,45.0,1.0,Matches
56,57,Beto,gw GNB,FW,Udinese,25.0,1998.0,0.8,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
57,58,Davide Bettella,it ITA,MF,Monza,23.0,2000.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
58,59,Sam Beukema,nl NED,DF,Bologna,24.0,1998.0,28.3,27.0,11,14.0,11.0,2.0,16.0,25.0,64.0,9.0,35.0,21.0,14.0,15,42.0,99.0,2.0,Matches
59,60,Jaka Bijol,si SVN,DF,Udinese,24.0,1999.0,23.2,43.0,27,34.0,9.0,0.0,22.0,35.0,62.9,13.0,36.0,21.0,15.0,23,66.0,140.0,1.0,Matches
60,61,El Bilal Touré,ml MLI,FW,Atalanta,21.0,2001.0,4.4,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,2.0,0.0,Matches
61,62,Cristiano Biraghi,it ITA,DF,Fiorentina,30.0,1992.0,26.2,47.0,28,20.0,24.0,3.0,28.0,52.0,53.8,24.0,30.0,5.0,25.0,14,61.0,43.0,0.0,Matches
62,63,Davide Biraschi,it ITA,DF,Genoa,29.0,1994.0,1.0,3.0,3,1.0,2.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,2,5.0,5.0,0.0,Matches
63,64,Samuele Birindelli,it ITA,DF,Monza,24.0,1999.0,22.4,28.0,19,16.0,7.0,5.0,14.0,25.0,56.0,11.0,30.0,11.0,19.0,18,46.0,48.0,0.0,Matches
64,65,Alexis Blin,fr FRA,MF,Lecce,26.0,1996.0,18.2,33.0,19,11.0,19.0,3.0,15.0,43.0,34.9,28.0,16.0,2.0,14.0,22,55.0,39.0,0.0,Matches
65,66,Jérôme Boateng,de GER,DF,Salernitana,34.0,1988.0,2.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,5.0,1.0,4,4.0,21.0,0.0,Matches
66,67,Emil Bohinen,no NOR,MF,Genoa,24.0,1999.0,0.6,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,3.0,0.0,Matches
67,68,Emil Bohinen,no NOR,MF,Salernitana,24.0,1999.0,5.9,8.0,6,5.0,3.0,0.0,2.0,10.0,20.0,8.0,8.0,2.0,6.0,14,22.0,6.0,1.0,Matches
68,69,Daniel Boloca,ro ROU,MF,Sassuolo,24.0,1998.0,22.5,48.0,33,18.0,25.0,5.0,27.0,46.0,58.7,19.0,23.0,13.0,10.0,14,62.0,33.0,2.0,Matches
69,70,Giacomo Bonaventura,it ITA,MF,Fiorentina,33.0,1989.0,25.3,26.0,13,6.0,10.0,10.0,9.0,21.0,42.9,12.0,16.0,1.0,15.0,14,40.0,10.0,0.0,Matches
70,71,Federico Bonazzoli,it ITA,FWMF,Hellas Verona,26.0,1997.0,11.3,4.0,1,1.0,3.0,0.0,1.0,8.0,12.5,7.0,9.0,1.0,8.0,3,7.0,3.0,0.0,Matches
71,72,Warren Bondo,fr FRA,MF,Monza,19.0,2003.0,16.4,29.0,22,16.0,10.0,3.0,13.0,17.0,76.5,4.0,13.0,3.0,10.0,6,35.0,13.0,0.0,Matches
72,73,Giovanni Bonfanti,it ITA,DF,Atalanta,20.0,2003.0,1.0,4.0,2,2.0,2.0,0.0,2.0,3.0,66.7,1.0,1.0,1.0,0.0,1,5.0,1.0,0.0,Matches
73,74,Kevin Bonifazi,it ITA,DF,Bologna,27.0,1996.0,1.0,4.0,0,0.0,4.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,4.0,7.0,1.0,Matches
74,75,Kevin Bonifazi,it ITA,DF,Frosinone,27.0,1996.0,3.4,5.0,3,2.0,3.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,3,8.0,9.0,0.0,Matches
75,76,Gennaro Borrelli,it ITA,FW,Frosinone,23.0,2000.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
76,77,Erik Botheim,no NOR,FWMF,Salernitana,23.0,2000.0,3.5,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,2.0,2.0,0.0,Matches
77,78,Mehdi Bourabia,ma MAR,MF,Frosinone,31.0,1991.0,2.2,5.0,4,1.0,4.0,0.0,2.0,4.0,50.0,2.0,3.0,0.0,3.0,0,5.0,4.0,0.0,Matches
78,79,Edoardo Bove,it ITA,MF,Roma,21.0,2002.0,19.8,60.0,31,16.0,31.0,13.0,27.0,46.0,58.7,19.0,21.0,1.0,20.0,11,71.0,11.0,1.0,Matches
79,80,Domagoj Bradarić,hr CRO,DF,Salernitana,23.0,1999.0,30.5,29.0,20,13.0,10.0,6.0,15.0,25.0,60.0,10.0,22.0,7.0,15.0,32,61.0,62.0,1.0,Matches
80,81,Josip Brekalo,hr CRO,FW,Fiorentina,25.0,1998.0,7.2,8.0,6,6.0,2.0,0.0,2.0,11.0,18.2,9.0,7.0,0.0,7.0,1,9.0,0.0,0.0,Matches
81,82,Gleison Bremer,br BRA,DF,Juventus,26.0,1997.0,35.9,58.0,42,32.0,21.0,5.0,21.0,29.0,72.4,8.0,45.0,27.0,18.0,40,98.0,147.0,0.0,Matches
82,83,Brenner,br BRA,MFFW,Udinese,23.0,2000.0,2.1,8.0,7,1.0,5.0,2.0,4.0,7.0,57.1,3.0,2.0,0.0,2.0,0,8.0,2.0,0.0,Matches
83,84,Marco Brescianini,it ITA,MF,Frosinone,23.0,2000.0,25.8,28.0,13,13.0,12.0,3.0,9.0,25.0,36.0,16.0,22.0,5.0,17.0,10,38.0,37.0,0.0,Matches
84,85,Dylan Bronn,tn TUN,DFMF,Salernitana,28.0,1995.0,0.6,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,4.0,0.0,Matches
85,86,Tajon Buchanan,ca CAN,DF,Inter,24.0,1999.0,1.8,1.0,1,0.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,4.0,0.0,Matches
86,87,Alessandro Buongiorno,it ITA,DF,Torino,24.0,1999.0,28.1,70.0,39,43.0,24.0,3.0,24.0,34.0,70.6,10.0,20.0,12.0,8.0,69,139.0,131.0,0.0,Matches
87,88,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,19.0,2004.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
88,89,Jovane Cabral,cv CPV,MFFW,Salernitana,25.0,1998.0,7.5,13.0,9,4.0,7.0,2.0,3.0,9.0,33.3,6.0,3.0,0.0,3.0,1,14.0,4.0,0.0,Matches
89,90,Liberato Cacace,nz NZL,DF,Empoli,22.0,2000.0,21.2,40.0,24,24.0,13.0,3.0,24.0,38.0,63.2,14.0,23.0,6.0,17.0,19,59.0,56.0,0.0,Matches
90,91,Jens Cajuste,se SWE,MF,Napoli,23.0,1999.0,11.3,36.0,24,13.0,17.0,6.0,20.0,37.0,54.1,17.0,20.0,3.0,17.0,4,40.0,15.0,0.0,Matches
91,92,Davide Calabria,it ITA,DF,Milan,26.0,1996.0,24.3,70.0,38,38.0,25.0,7.0,44.0,72.0,61.1,28.0,26.0,7.0,19.0,24,94.0,49.0,1.0,Matches
92,93,Riccardo Calafiori,it ITA,DF,Bologna,21.0,2002.0,26.1,47.0,32,28.0,16.0,3.0,22.0,32.0,68.8,10.0,38.0,13.0,25.0,50,97.0,74.0,3.0,Matches
93,94,Mattia Caldara,it ITA,DF,Milan,29.0,1994.0,0.4,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1,2.0,1.0,0.0,Matches
94,95,Luca Caldirola,it ITA,DF,Monza,32.0,1991.0,23.8,25.0,14,19.0,4.0,2.0,13.0,22.0,59.1,9.0,26.0,17.0,9.0,29,54.0,53.0,0.0,Matches
95,96,Hakan Çalhanoğlu,tr TUR,MF,Inter,29.0,1994.0,28.4,66.0,33,29.0,29.0,8.0,32.0,49.0,65.3,17.0,29.0,13.0,16.0,24,90.0,22.0,0.0,Matches
96,97,Francesco Camarda,it ITA,FW,Milan,15.0,2008.0,0.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
97,98,Nicolò Cambiaghi,it ITA,FWMF,Empoli,22.0,2000.0,28.4,51.0,39,15.0,20.0,16.0,16.0,35.0,45.7,19.0,26.0,1.0,25.0,14,65.0,8.0,0.0,Matches
98,99,Andrea Cambiaso,it ITA,DFFW,Juventus,23.0,2000.0,26.4,47.0,30,23.0,15.0,9.0,25.0,43.0,58.1,18.0,28.0,3.0,25.0,11,58.0,26.0,1.0,Matches
99,100,Matteo Cancellieri,it ITA,FWMF,Empoli,21.0,2002.0,19.9,35.0,22,12.0,16.0,7.0,13.0,36.0,36.1,23.0,19.0,0.0,19.0,6,41.0,18.0,0.0,Matches
100,101,Antonio Candreva,it ITA,MFFW,Salernitana,36.0,1987.0,30.6,18.0,13,8.0,8.0,2.0,9.0,25.0,36.0,16.0,9.0,0.0,9.0,7,25.0,23.0,0.0,Matches
101,102,Luigi Canotto,it ITA,FW,Frosinone,29.0,1994.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
102,103,Gianluca Caprari,it ITA,MFFW,Monza,30.0,1993.0,3.2,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,4.0,0.0,0.0,Matches
103,104,Elia Caprile,it ITA,GK,Empoli,21.0,2001.0,23.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,16.0,2.0,Matches
104,105,Francesco Caputo,it ITA,FW,Empoli,35.0,1987.0,14.1,2.0,0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,1,3.0,3.0,0.0,Matches
105,106,Andrea Carboni,it ITA,DF,Monza,22.0,2001.0,16.5,38.0,22,24.0,12.0,2.0,20.0,31.0,64.5,11.0,23.0,13.0,10.0,17,55.0,56.0,1.0,Matches
106,107,Valentin Carboni,ar ARG,MFFW,Monza,18.0,2005.0,13.0,25.0,15,10.0,12.0,3.0,8.0,26.0,30.8,18.0,12.0,1.0,11.0,7,32.0,4.0,0.0,Matches
107,108,Marco Carnesecchi,it ITA,GK,Atalanta,23.0,2000.0,26.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,22.0,3.0,Matches
108,109,Nicolò Casale,it ITA,DF,Lazio,25.0,1998.0,17.3,15.0,9,13.0,2.0,0.0,6.0,15.0,40.0,9.0,19.0,16.0,3.0,12,27.0,61.0,0.0,Matches
109,110,Giuseppe Caso,it ITA,FWMF,Frosinone,24.0,1998.0,4.6,4.0,3,2.0,0.0,2.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,4.0,0.0,0.0,Matches
110,111,Valentín Castellanos,ar ARG,FW,Lazio,24.0,1998.0,18.7,22.0,10,1.0,12.0,9.0,6.0,20.0,30.0,14.0,22.0,2.0,20.0,2,24.0,18.0,0.0,Matches
111,112,Samu Castillejo,es ESP,FWMF,Sassuolo,28.0,1995.0,6.0,12.0,10,5.0,5.0,2.0,7.0,19.0,36.8,12.0,16.0,1.0,15.0,1,13.0,3.0,0.0,Matches
112,113,Santiago Castro,ar ARG,FW,Bologna,18.0,2004.0,2.7,2.0,1,0.0,1.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,3.0,1.0,0.0,Matches
113,114,Gaetano Castrovilli,it ITA,FWMF,Fiorentina,26.0,1997.0,4.1,3.0,2,1.0,2.0,0.0,1.0,8.0,12.5,7.0,4.0,0.0,4.0,2,5.0,3.0,0.0,Matches
114,115,Danilo Cataldi,it ITA,MF,Lazio,28.0,1994.0,15.1,24.0,12,7.0,16.0,1.0,8.0,18.0,44.4,10.0,15.0,7.0,8.0,17,41.0,19.0,1.0,Matches
115,116,Emil Ceide,no NOR,FWMF,Sassuolo,21.0,2001.0,2.0,2.0,2,1.0,1.0,0.0,1.0,1.0,100.0,0.0,6.0,1.0,5.0,0,2.0,0.0,0.0,Matches
116,117,Zeki Çelik,tr TUR,DF,Roma,26.0,1997.0,7.5,23.0,16,10.0,10.0,3.0,14.0,25.0,56.0,11.0,12.0,5.0,7.0,8,31.0,25.0,0.0,Matches
117,118,Fabien Centonze,fr FRA,DF,Hellas Verona,27.0,1996.0,7.5,14.0,8,10.0,4.0,0.0,5.0,10.0,50.0,5.0,14.0,2.0,12.0,10,24.0,18.0,0.0,Matches
118,119,Michele Cerofolini,it ITA,GK,Frosinone,24.0,1999.0,7.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,5.0,1.0,Matches
119,120,Alberto Cerri,it ITA,FW,Empoli,27.0,1996.0,6.1,3.0,3,1.0,1.0,1.0,2.0,5.0,40.0,3.0,3.0,1.0,2.0,3,6.0,7.0,0.0,Matches
120,121,Leonardo Cerri,it ITA,DF,Juventus,20.0,2003.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
121,122,Charlys,br BRA,MF,Hellas Verona,19.0,2004.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Matches
122,123,Walid Cheddira,ma MAR,FW,Frosinone,25.0,1998.0,23.6,12.0,7,1.0,8.0,3.0,4.0,8.0,50.0,4.0,6.0,1.0,5.0,5,17.0,10.0,0.0,Matches
